Date,DeC5_I/L_Temp,DeC5_l/L_Flow,DeC5_O/H_Temp.,DeC5_O/H_Press,DeC5_O/H_Flow,C5_BTM_Flow,DeC5_BTM_Flow,DeC5_BTM_Temp
5/1/13,67.900,56.109,39.337,4.070,37.476,22.268,36.337,150.759
6/1/13,124.712,73.510,71.203,4.304,63.312,72.912,57.393,164.260
7/1/13,126.931,88.257,70.194,4.301,69.686,84.750,69.184,164.606
8/1/13,126.524,88.678,70.303,4.299,73.038,85.695,69.893,164.580
9/1/13,127.545,87.419,70.377,4.298,67.039,85.378,69.657,164.943
10/1/13,124.912,82.669,69.921,4.291,62.578,81.844,65.781,166.528
11/1/13,124.438,85.462,69.621,4.158,60.158,83.154,67.229,165.831
12/1/13,126.286,90.296,67.831,4.153,63.166,87.072,71.211,167.037
13/1/13,126.515,90.216,67.913,4.148,62.345,86.969,71.054,167.716
14/1/13,126.431,89.975,67.425,4.144,62.069,87.183,71.283,166.982
15/1/13,124.745,89.869,66.430,4.150,60.304,85.918,70.020,165.553
16/1/13,125.146,89.820,67.929,4.149,61.266,85.861,69.956,165.129
17/1/13,125.202,90.043,67.901,4.151,63.323,85.804,69.840,164.870
18/1/13,124.808,90.047,67.057,4.149,66.220,85.447,69.473,164.118
19/1/13,125.414,89.949,67.512,4.151,69.181,85.782,69.855,164.220
20/1/13,127.108,89.844,69.122,4.149,65.126,86.682,70.766,165.985
21/1/13,127.956,89.871,69.093,4.150,63.444,87.420,71.490,166.534
22/1/13,128.648,89.775,67.661,4.149,65.289,87.371,71.419,167.338
23/1/13,129.066,89.408,66.989,4.150,64.877,86.859,70.958,167.870
24/1/13,128.764,87.789,66.930,4.150,65.727,86.142,70.195,167.073
25/1/13,128.633,87.599,68.251,4.151,65.779,86.461,70.475,167.025
26/1/13,128.693,85.380,69.320,4.151,67.052,85.459,69.422,167.061
27/1/13,129.437,85.848,69.198,4.151,68.388,85.286,69.207,167.300
28/1/13,129.340,85.958,68.236,4.150,71.696,85.202,69.132,166.870
29/1/13,129.912,88.272,67.405,4.153,75.154,85.823,69.826,166.494
30/1/13,130.353,88.869,69.740,4.146,77.059,86.250,70.278,166.222
31/1/13,130.569,88.898,69.326,4.150,77.816,86.466,70.491,166.445
1/2/13,130.184,88.770,68.231,4.149,78.285,86.491,70.384,166.598
2/2/13,130.417,88.829,70.172,4.151,77.875,87.239,71.087,166.641
3/2/13,130.582,87.933,70.149,4.150,78.178,87.323,71.205,166.751
4/2/13,130.680,88.039,69.751,4.162,79.808,87.370,71.219,166.896
5/2/13,130.262,89.262,68.870,4.150,81.888,87.569,71.492,166.470
6/2/13,129.970,89.924,68.905,4.149,84.397,87.422,71.318,166.195
7/2/13,129.769,89.100,69.522,4.150,83.959,86.960,70.790,166.435
8/2/13,129.566,88.962,68.339,4.150,78.623,87.044,70.846,166.483
9/2/13,129.828,88.516,68.278,4.149,62.223,86.856,70.700,166.260
10/2/13,129.891,88.478,69.846,4.153,61.291,86.606,70.504,166.751
11/2/13,129.565,88.472,68.944,4.150,63.763,86.606,70.464,166.673
12/2/13,129.527,88.374,68.054,4.150,65.603,86.645,70.494,166.567
13/2/13,128.945,89.172,68.370,4.150,66.585,86.642,70.544,165.968
14/2/13,128.909,89.878,68.445,4.150,69.318,86.725,70.689,165.459
15/2/13,128.680,89.951,68.175,4.150,70.681,86.396,70.355,165.583
16/2/13,128.129,90.035,69.302,4.150,71.208,85.695,69.675,165.457
17/2/13,127.849,89.925,69.569,4.149,72.243,85.080,69.161,165.210
18/2/13,128.167,89.912,70.423,4.151,76.065,84.859,68.916,165.568
19/2/13,127.811,90.075,70.959,4.150,75.759,84.373,68.376,165.698
20/2/13,105.775,68.088,62.766,3.749,59.941,64.653,57.970,155.199
21/2/13,103.246,58.320,70.341,4.149,50.160,57.896,41.136,164.045
22/2/13,104.593,66.634,70.150,4.150,49.570,69.638,52.751,164.339
23/2/13,102.140,83.909,69.818,4.151,55.833,82.632,65.852,165.509
24/2/13,106.055,88.217,67.827,4.149,58.738,85.554,68.838,165.712
25/2/13,106.935,88.157,68.054,4.150,59.466,85.304,68.788,165.657
26/2/13,100.816,87.776,68.340,4.151,57.334,85.091,68.721,165.506
27/2/13,99.809,87.435,68.660,4.150,55.998,84.475,68.218,165.411
28/2/13,102.774,87.801,69.140,4.150,60.822,85.088,68.793,164.414
1/3/13,105.710,88.075,70.746,4.151,61.457,85.217,68.754,165.370
2/3/13,107.598,88.340,69.717,4.150,62.701,85.698,69.174,166.143
3/3/13,106.153,88.091,69.193,4.150,63.878,85.426,68.907,166.009
4/3/13,104.962,88.163,69.255,4.150,62.253,85.706,69.232,165.784
5/3/13,106.279,88.161,69.802,4.149,63.353,85.350,68.892,165.836
6/3/13,108.191,88.188,70.376,4.150,63.994,85.125,68.673,166.236
7/3/13,109.410,88.285,69.952,4.150,66.939,85.473,69.044,165.857
8/3/13,109.195,88.487,69.541,4.149,66.155,85.424,69.045,166.105
9/3/13,109.702,88.161,69.112,4.184,68.212,85.514,69.114,165.741
10/3/13,105.583,87.971,67.962,4.197,65.163,86.278,69.779,165.899
11/3/13,104.944,87.431,68.856,4.151,67.183,85.857,69.397,165.489
12/3/13,106.131,87.364,70.135,4.149,68.867,85.375,68.854,165.756
13/3/13,105.338,87.125,71.817,4.150,69.262,85.376,68.890,165.512
14/3/13,105.832,87.299,71.565,4.150,70.684,85.099,68.625,165.756
15/3/13,108.345,87.803,71.180,4.149,73.035,85.023,68.545,165.548
16/3/13,109.446,88.261,70.472,4.150,74.881,84.978,68.640,165.435
17/3/13,110.607,88.626,70.079,4.150,75.797,84.867,68.567,165.369
18/3/13,111.627,88.447,70.981,4.151,76.672,84.801,68.529,164.906
19/3/13,113.379,87.560,69.639,4.150,78.410,84.241,68.406,165.671
20/3/13,112.855,86.510,69.022,4.150,78.642,84.642,66.797,165.304
21/3/13,113.050,85.231,67.603,4.151,77.861,84.898,66.621,165.181
22/3/13,113.188,85.600,68.052,4.150,78.937,85.165,69.000,165.645
23/3/13,114.619,87.222,67.200,4.150,80.052,84.555,68.344,165.589
24/3/13,115.253,87.812,66.924,4.150,77.280,84.452,68.165,165.297
25/3/13,116.288,87.900,67.420,4.150,70.640,84.336,68.062,166.195
26/3/13,116.482,88.149,67.594,4.150,70.144,84.450,68.222,167.065
27/3/13,116.934,87.450,68.514,4.150,71.218,84.423,68.213,167.152
28/3/13,116.866,85.906,69.929,4.149,73.470,83.986,67.678,166.950
29/3/13,118.482,85.832,68.936,4.150,74.916,83.354,65.001,166.609
30/3/13,120.574,85.884,69.045,4.150,76.460,83.355,65.000,166.935
31/3/13,120.760,85.821,68.308,4.150,77.848,83.459,65.000,167.030
1/4/13,123.192,85.650,68.988,4.150,78.207,83.464,64.998,166.869
2/4/13,123.995,86.258,67.097,4.150,72.503,83.444,64.998,166.536
3/4/13,123.724,87.294,66.360,4.150,73.458,83.402,65.001,166.279
4/4/13,124.266,86.245,67.339,4.149,72.300,83.376,65.000,166.613
5/4/13,124.795,85.694,67.830,4.150,70.396,83.361,64.998,166.448
6/4/13,124.500,83.683,67.731,4.151,67.613,83.274,64.889,166.917
7/4/13,124.537,80.907,66.861,4.150,68.752,82.476,64.141,166.777
8/4/13,124.943,81.100,68.000,4.150,70.891,81.922,64.434,166.367
9/4/13,124.804,81.424,67.389,4.150,69.668,81.620,65.313,166.726
10/4/13,69.795,37.128,33.836,3.634,25.780,40.663,50.750,124.675
11/4/13,16.494,23.359,10.147,2.442,15.848,10.373,0.000,95.122
12/4/13,10.105,23.746,10.034,1.383,14.704,10.388,0.000,69.034
13/4/13,9.516,23.852,10.706,1.326,0.000,10.348,0.000,45.691
14/4/13,11.647,24.163,11.517,2.036,0.000,10.348,0.000,41.193
15/4/13,8.883,9.298,6.896,2.371,72.957,10.353,0.000,36.715
16/4/13,64.068,52.331,40.677,3.856,62.531,34.723,31.854,99.329
17/4/13,115.160,73.569,69.027,4.148,58.391,74.627,58.631,165.053
18/4/13,115.524,89.052,68.629,4.187,55.652,86.130,69.949,166.512
19/4/13,111.569,89.302,68.218,4.153,50.959,86.774,70.582,166.424
20/4/13,107.244,88.952,68.565,4.152,49.471,87.649,71.526,166.640
21/4/13,107.143,87.604,68.783,4.155,49.715,86.603,70.443,166.600
22/4/13,103.262,77.745,67.839,4.150,47.625,78.821,61.654,166.975
23/4/13,100.425,78.058,68.341,4.151,49.735,79.009,59.928,165.912
24/4/13,99.320,78.200,68.269,4.150,49.868,79.110,60.045,165.898
25/4/13,98.295,78.243,68.617,4.149,46.289,79.165,60.262,165.633
26/4/13,98.578,78.923,67.810,4.150,47.849,79.455,60.885,165.220
27/4/13,98.901,78.966,68.592,4.151,46.722,79.155,60.272,165.505
28/4/13,99.642,78.898,68.372,4.150,46.361,78.865,60.155,165.594
29/4/13,98.854,79.580,68.822,4.151,47.197,79.111,60.424,165.380
30/4/13,100.440,83.534,69.313,4.150,52.412,82.235,63.601,165.666
1/5/13,103.680,86.989,69.156,4.151,58.499,84.798,66.617,166.518
2/5/13,103.554,87.647,69.040,4.149,59.082,85.685,67.514,166.645
3/5/13,104.533,87.681,68.855,4.149,59.983,85.346,67.168,166.956
4/5/13,106.633,87.801,68.973,4.221,60.887,85.343,67.111,167.247
5/5/13,109.505,88.204,70.558,4.300,59.489,85.431,67.214,167.968
6/5/13,108.091,88.225,69.494,4.221,56.700,86.068,67.831,167.880
7/5/13,107.918,88.167,68.573,4.150,56.702,85.904,67.800,167.601
8/5/13,108.150,88.511,68.894,4.152,53.874,86.032,67.940,167.690
9/5/13,108.002,88.298,68.795,4.149,65.342,86.723,68.726,167.774
10/5/13,109.116,88.390,67.640,4.152,63.817,87.119,69.174,168.216
11/5/13,110.370,88.033,68.843,4.151,62.186,87.217,68.956,168.649
12/5/13,111.728,89.123,68.500,4.148,61.844,87.286,68.998,168.528
13/5/13,112.792,90.943,69.529,4.151,60.307,87.130,68.880,167.875
14/5/13,110.688,90.396,68.695,4.150,59.464,87.003,68.708,167.747
15/5/13,111.036,90.010,67.672,4.150,59.946,87.010,68.732,167.381
16/5/13,113.498,90.325,69.857,4.150,60.698,87.004,68.701,167.488
17/5/13,105.058,89.421,69.103,4.150,56.115,87.074,68.796,167.249
18/5/13,101.562,89.246,67.989,4.150,51.494,87.138,68.801,167.487
19/5/13,98.703,89.202,67.204,4.150,51.605,87.202,68.908,167.612
20/5/13,104.910,89.174,67.758,4.150,57.874,87.180,69.001,168.128
21/5/13,109.231,89.420,67.988,4.150,62.369,87.149,69.002,167.976
22/5/13,107.958,89.330,68.861,4.149,61.654,87.158,69.101,167.714
23/5/13,105.344,89.824,68.023,4.159,60.567,87.986,69.945,167.526
24/5/13,104.093,89.577,68.630,4.200,59.973,88.132,69.974,168.069
25/5/13,105.977,89.763,72.613,4.195,64.947,88.073,69.997,167.495
26/5/13,107.502,89.870,71.109,4.236,62.123,87.977,69.970,165.856
27/5/13,107.615,89.734,71.228,4.206,61.804,87.987,69.949,165.898
28/5/13,108.002,89.699,69.702,4.200,61.079,87.285,69.209,165.774
29/5/13,107.579,89.878,67.558,4.199,58.326,87.480,69.266,166.881
30/5/13,107.257,90.013,68.099,4.200,59.010,87.892,69.705,167.314
31/5/13,106.099,89.843,68.716,4.198,58.755,87.499,69.383,166.356
1/6/13,105.662,89.690,69.270,4.199,60.459,87.213,69.136,166.828
2/6/13,105.935,89.925,69.001,4.224,60.242,87.425,69.382,166.270
3/6/13,105.989,89.874,68.748,4.248,57.385,87.197,69.048,165.681
4/6/13,106.508,89.799,69.071,4.249,58.638,86.876,68.767,165.735
5/6/13,107.058,89.711,70.303,4.276,61.025,86.740,68.639,165.710
6/6/13,107.289,89.496,71.614,4.299,61.035,85.954,67.861,166.002
7/6/13,107.055,89.369,70.965,4.307,59.919,86.076,67.950,165.462
8/6/13,107.403,89.428,71.116,4.309,58.205,86.061,68.001,165.036
9/6/13,107.703,89.475,73.046,4.366,58.391,85.425,67.340,165.663
10/6/13,107.459,89.311,75.760,4.453,60.577,85.188,67.547,166.333
11/6/13,107.867,89.565,74.407,4.452,61.116,84.994,68.988,167.054
12/6/13,106.278,89.275,71.796,4.449,60.935,85.020,68.958,167.451
13/6/13,106.171,89.439,73.097,4.449,60.303,85.270,68.556,166.680
14/6/13,106.937,89.295,73.698,4.449,59.495,84.973,67.176,167.094
15/6/13,106.093,88.983,72.893,4.404,59.019,85.384,67.511,168.396
16/6/13,106.259,88.801,71.309,4.401,57.671,85.112,67.252,168.535
17/6/13,106.487,88.375,71.441,4.400,56.616,84.736,66.936,168.465
18/6/13,105.974,85.328,71.590,4.397,60.230,83.008,65.220,168.215
19/6/13,106.517,84.965,71.614,4.401,60.283,82.777,65.005,168.344
20/6/13,107.038,84.860,71.497,4.399,56.876,82.846,64.999,168.673
21/6/13,107.932,84.719,72.026,4.399,59.248,82.900,65.001,168.993
22/6/13,106.705,84.670,70.736,4.401,57.726,83.147,65.000,169.078
23/6/13,105.838,84.390,68.402,4.402,55.959,83.086,64.999,169.353
24/6/13,106.676,84.471,67.854,4.400,56.946,83.070,64.999,169.314
25/6/13,107.596,84.486,67.690,4.422,57.897,82.781,64.760,169.173
26/6/13,110.630,84.545,68.730,4.399,57.045,82.572,64.524,168.814
27/6/13,111.345,84.551,71.647,4.401,61.546,82.893,64.869,168.720
28/6/13,111.712,84.491,72.543,4.404,61.951,82.980,64.999,168.936
29/6/13,110.519,84.181,71.866,4.399,57.521,82.839,64.829,169.500
30/6/13,110.386,83.907,72.054,4.413,57.481,82.826,64.752,169.629
1/7/13,109.346,83.589,72.026,4.401,57.745,82.936,64.921,169.148
2/7/13,108.650,83.590,72.177,4.402,55.989,82.991,64.989,169.233
3/7/13,109.964,83.556,73.052,4.403,58.278,83.426,65.404,169.114
4/7/13,109.345,83.482,73.617,4.400,57.614,83.858,67.823,169.461
5/7/13,109.982,83.612,73.054,4.463,57.383,83.769,67.879,168.962
6/7/13,109.333,83.478,71.294,4.527,57.145,83.346,67.397,168.998
7/7/13,108.857,82.390,72.157,4.564,56.045,82.889,66.928,168.274
8/7/13,63.788,56.884,65.208,3.010,48.323,34.936,47.106,116.980
9/7/13,28.615,0.000,30.164,0.372,0.000,10.010,0.000,56.640
10/7/13,25.880,0.000,26.236,0.951,0.000,10.011,0.000,47.755
11/7/13,25.517,0.000,25.711,2.521,0.000,9.998,0.000,40.487
12/7/13,24.596,0.000,24.249,2.592,0.000,9.990,0.000,36.680
13/7/13,24.638,0.000,25.213,2.586,0.000,10.000,0.000,33.269
14/7/13,25.164,0.000,25.158,2.646,0.000,9.998,0.000,31.344
15/7/13,25.319,0.000,26.712,2.735,10.005,9.769,0.000,29.583
16/7/13,83.147,56.930,58.473,3.986,42.211,51.549,37.487,118.808
17/7/13,105.330,68.157,72.369,4.324,57.390,70.721,54.047,168.196
18/7/13,109.741,82.771,73.066,4.451,58.509,82.520,66.098,168.389
19/7/13,110.082,87.507,72.523,4.460,56.306,85.862,69.716,168.927
20/7/13,107.859,87.358,72.652,4.423,56.356,85.474,71.001,168.923
21/7/13,106.737,87.179,72.438,4.427,55.231,84.869,70.398,169.193
22/7/13,109.185,87.337,73.160,4.546,59.969,85.440,69.748,169.151
23/7/13,108.892,87.520,72.972,4.576,60.663,85.883,68.698,169.043
24/7/13,108.074,87.399,71.733,4.520,59.534,85.133,67.961,168.807
25/7/13,108.328,87.234,72.348,4.553,61.576,85.192,67.754,168.729
26/7/13,108.463,87.164,71.461,4.495,59.623,85.040,67.280,168.481
27/7/13,108.303,87.180,70.894,4.416,57.373,84.426,66.696,167.704
28/7/13,108.054,87.090,71.502,4.484,58.370,84.234,66.512,167.747
29/7/13,107.181,87.003,72.163,4.511,59.439,84.606,66.895,167.424
30/7/13,108.597,87.228,72.340,4.560,60.806,85.256,67.532,167.803
31/7/13,109.213,87.436,72.344,4.503,58.202,85.779,68.099,167.296
1/8/13,110.952,87.870,72.464,4.579,57.521,86.324,68.706,167.903
2/8/13,111.803,87.885,73.214,4.544,57.059,86.370,68.785,168.073
3/8/13,112.322,87.785,72.220,4.487,54.931,86.368,68.668,167.979
4/8/13,113.010,87.909,71.877,4.522,54.423,87.119,69.460,167.994
5/8/13,113.164,87.776,69.598,4.653,53.502,86.923,69.346,168.503
6/8/13,112.137,84.288,68.673,4.604,53.122,84.014,66.358,168.542
7/8/13,112.762,76.918,70.548,4.563,54.929,78.116,60.333,168.604
8/8/13,112.933,75.009,69.680,4.535,55.339,76.990,59.236,168.536
9/8/13,112.316,74.328,69.854,4.479,53.548,76.149,58.460,168.122
10/8/13,111.139,70.483,69.794,4.331,54.991,72.229,54.631,167.340
11/8/13,111.406,69.883,69.535,4.328,55.205,71.330,53.707,166.470
12/8/13,112.582,72.797,70.831,4.481,57.057,73.462,55.805,167.202
13/8/13,112.555,73.671,70.702,4.484,57.849,74.610,57.012,167.411
14/8/13,113.228,73.712,71.427,4.456,58.655,74.837,57.208,167.057
15/8/13,112.853,73.602,72.036,4.508,58.872,74.969,57.300,167.035
16/8/13,112.430,73.029,72.451,4.510,60.108,75.274,57.613,166.998
17/8/13,112.410,72.908,72.958,4.515,60.273,75.406,57.752,167.019
18/8/13,112.776,72.852,72.619,4.494,59.200,74.519,56.944,167.100
19/8/13,112.497,73.093,70.976,4.440,59.244,73.741,56.114,166.861
20/8/13,112.475,73.714,72.196,4.428,63.007,74.257,56.576,166.145
21/8/13,112.742,74.185,73.417,4.412,63.892,75.127,57.394,166.392
22/8/13,112.008,74.020,73.510,4.403,62.744,75.417,57.702,166.479
23/8/13,111.620,75.370,72.359,4.329,63.399,76.181,58.450,166.508
24/8/13,111.668,76.140,71.258,4.327,60.280,76.174,58.367,166.567
25/8/13,112.732,76.185,72.618,4.389,61.076,76.724,58.977,166.307
26/8/13,113.489,76.537,71.617,4.411,61.504,76.917,59.273,166.931
27/8/13,112.839,78.104,72.191,4.417,62.236,78.264,60.559,167.004
28/8/13,112.550,78.117,71.542,4.408,61.286,78.113,60.415,167.066
29/8/13,112.733,78.466,72.044,4.443,62.834,78.286,60.605,166.691
30/8/13,112.579,78.468,72.014,4.385,63.227,78.344,60.665,166.905
31/8/13,112.185,78.690,72.239,4.332,64.166,78.301,60.551,166.875
1/9/13,112.319,78.145,73.210,4.351,65.324,77.630,59.983,166.830
2/9/13,110.988,75.427,74.396,4.314,67.227,75.791,58.136,166.890
3/9/13,110.945,74.267,74.725,4.261,67.039,75.079,57.422,166.699
4/9/13,112.036,75.364,76.866,4.225,67.541,75.109,57.525,166.904
5/9/13,111.923,77.739,78.671,4.303,66.069,77.200,59.680,166.495
6/9/13,111.210,77.393,80.736,4.302,72.476,77.453,59.997,166.151
7/9/13,111.700,77.396,80.739,4.342,68.531,78.834,61.314,165.221
8/9/13,113.287,77.313,74.969,4.405,65.129,78.981,61.491,164.933
9/9/13,113.988,77.619,70.775,4.400,59.583,78.023,60.447,164.455
10/9/13,114.480,78.475,70.426,4.400,58.819,78.444,60.879,165.030
11/9/13,112.606,78.715,70.587,4.417,60.006,78.003,60.432,166.479
12/9/13,113.095,78.436,72.958,4.407,67.090,77.272,59.733,167.504
13/9/13,113.298,78.788,71.627,4.405,61.963,76.381,58.997,167.462
14/9/13,112.583,78.876,72.426,4.407,65.595,76.680,59.214,167.432
15/9/13,112.896,79.611,72.713,4.413,65.692,77.689,60.254,167.379
16/9/13,113.344,80.207,74.052,4.406,65.639,77.971,60.574,167.961
17/9/13,113.661,80.878,72.972,4.410,65.730,79.345,61.909,167.622
18/9/13,113.899,80.704,74.333,4.408,65.457,79.022,61.599,167.389
19/9/13,114.079,80.806,74.956,4.416,67.625,78.848,61.444,166.924
20/9/13,113.301,80.720,73.663,4.428,67.112,78.911,61.440,167.170
21/9/13,113.021,80.689,73.752,4.402,65.867,79.125,61.584,166.893
22/9/13,112.927,80.556,74.839,4.406,65.861,79.179,61.599,167.289
23/9/13,112.643,80.790,73.257,4.401,64.853,79.303,61.701,167.366
24/9/13,113.668,82.518,73.293,4.398,64.981,81.470,63.954,167.892
25/9/13,113.276,82.858,73.326,4.399,63.474,81.878,64.435,168.095
26/9/13,113.703,82.811,73.230,4.401,63.382,81.883,64.413,167.969
27/9/13,113.510,82.969,73.818,4.397,59.801,81.496,63.997,168.395
28/9/13,113.394,82.855,73.953,4.400,63.484,80.985,63.466,168.218
29/9/13,112.426,83.005,74.095,4.398,63.555,81.044,63.506,169.106
30/9/13,113.194,83.418,74.410,4.401,65.588,80.635,63.113,167.960
1/10/13,113.699,85.068,75.644,4.401,67.949,82.535,65.099,167.608
2/10/13,113.266,84.886,77.121,4.406,69.791,83.280,65.960,165.658
3/10/13,112.744,85.203,73.956,4.500,64.747,82.698,65.338,166.371
4/10/13,112.552,84.914,74.151,4.500,65.011,81.224,63.715,166.064
5/10/13,112.467,84.791,75.450,4.503,65.321,81.341,63.882,165.981
6/10/13,112.163,84.909,75.053,4.500,64.914,81.243,63.853,164.683
7/10/13,112.095,84.692,74.561,4.500,62.473,81.438,64.021,164.978
8/10/13,112.467,84.601,73.235,4.501,59.518,81.424,64.000,164.835
9/10/13,112.543,84.687,72.969,4.499,60.668,81.531,64.063,165.572
10/10/13,114.220,84.768,73.167,4.500,58.555,81.985,64.426,167.268
11/10/13,114.007,84.890,72.267,4.490,56.994,82.229,64.701,167.880
12/10/13,113.278,85.024,71.778,4.500,57.391,82.219,64.627,168.718
13/10/13,111.779,84.810,71.842,4.501,60.143,81.776,64.145,168.502
14/10/13,112.215,84.766,72.194,4.509,61.114,81.645,63.992,168.668
15/10/13,112.097,85.133,72.297,4.500,63.345,81.593,64.013,167.737
16/10/13,111.441,85.009,71.754,4.500,64.195,81.541,63.896,167.802
17/10/13,111.465,84.461,71.788,4.500,64.477,81.713,63.981,168.269
18/10/13,111.763,84.536,71.111,4.500,64.860,81.691,63.999,168.287
19/10/13,112.381,84.659,70.677,4.500,62.414,81.655,64.000,168.798
20/10/13,113.054,84.338,71.333,4.500,64.185,81.975,64.340,168.363
21/10/13,113.364,84.732,70.370,4.500,63.268,82.607,64.953,168.805
22/10/13,113.100,84.546,70.684,4.500,60.709,82.335,64.793,168.888
23/10/13,113.274,84.426,70.821,4.500,61.628,82.287,64.700,168.794
24/10/13,113.576,84.260,70.434,4.499,61.169,82.827,65.285,168.941
25/10/13,112.109,84.479,69.318,4.500,60.979,84.296,66.716,169.144
26/10/13,111.230,84.057,68.081,4.500,58.474,85.190,67.584,168.991
27/10/13,111.786,83.462,68.579,4.501,55.351,85.323,67.664,169.282
28/10/13,111.755,83.263,68.329,4.500,54.981,85.916,68.279,169.260
29/10/13,111.703,83.238,68.920,4.500,51.101,85.342,67.696,170.246
30/10/13,111.931,82.931,67.989,4.499,51.942,85.233,67.568,170.299
31/10/13,111.991,82.951,68.202,4.499,55.364,84.969,67.322,170.313
