Date,C5 wt%,Benzene wt%,Bromine Number g/100g,C4 wt%,Styrene wt%,Toluene wt%,Xylenes wt%,C6~C9 NA wt%,C10+ NA wt%,C9 Aro wt%,C10 Aro wt%,DV g/100g,EB wt%
5/1/13,1.486,39.4791,270,0,0.0081,17.8636,4.3357,13.7056,4.1714,6.9915,4.2177,,7.7413
6/1/13,,,166,,,,,,,,,,
7/1/13,0.338,41.5615,109,0.1678,0.0067,18.0335,3.9731,12.5179,3.866,7.5282,3.9939,,8.0134
9/1/13,0.4471,41.5025,175,0,0.0046,17.5711,3.8367,11.3855,3.6134,8.6939,3.928,,9.0172
11/1/13,0.6546,39.0989,159,0.0008,0,18.2062,5.083,12.2558,3.4224,8.2606,4.3468,,8.6709
14/1/13,0.6922,37.7653,175,0.1963,0.0089,19.6605,6.1433,10.7454,3.1971,8.5252,4.3277,,8.7381
15/1/13,,,202,,,,,,,,,,
16/1/13,0.5835,37.4819,207,0.0009,0.0057,17.7596,5.6251,10.8081,4.3277,9.5096,4.9261,,8.9718
18/1/13,0.3446,42.8179,225,0.2132,0.0051,17.7398,4.6075,11.4778,3.2974,7.823,3.5002,,8.1735
19/1/13,0.6429,43.3592,,0.0006,0.0018,17.0306,4.3505,12.3967,3.2421,7.1374,3.8255,,8.0127
21/1/13,0.8635,37.6362,244,0.0048,0.0064,18.5362,5.6359,12.334,3.6489,8.1835,4.5509,,8.5997
23/1/13,0.7902,35.7722,234,0.0014,0.0077,19.0052,6.2113,11.6489,3.8573,8.5411,5.0697,,9.095
25/1/13,0.7859,36.2059,254,0.0007,0.006,20.6266,5.6084,11.3096,3.4785,8.2504,4.8373,,8.8907
28/1/13,0.3087,37.2772,270,0.291,0,21.6377,5.2685,11.38,3.3661,7.5054,4.2703,,8.6951
30/1/13,0.7297,37.879,255,0.0013,0.0028,19.8942,5.3504,11.2095,3.8113,8.1707,4.2231,,8.728
31/1/13,,,263,,,,,,,,,,
1/2/13,0.3491,36.4704,263,0.3273,0.0072,19.5441,5.8679,11.172,4.0196,5.5276,7.8447,,8.8701
4/2/13,0.7629,37.4422,257,0.0009,0,20.2916,5.7174,11.2673,3.7702,7.6989,4.3159,,8.7327
6/2/13,0.7709,38.0884,311,0.0013,0.0021,19.2584,5.1929,11.471,4.4398,7.6797,4.5439,,8.5516
8/2/13,0.6542,39.4646,313,0,0,20.1972,4.6939,11.2697,3.8373,7.3521,4.0793,,8.4517
11/2/13,,,,,,,,,,,,,
13/2/13,0.7498,40.7946,305,0,0,19.85,4.9095,12.0794,3.4782,6.8737,3.2936,,7.9712
15/2/13,0.7907,39.4585,357,0,0,18.9319,4.911,11.5865,3.9909,8.0524,3.6895,,8.5886
18/2/13,0.8288,40.7567,298,0,0,18.9627,4.4545,11.3367,4.1174,7.9659,3.1896,,8.3877
20/2/13,0.5936,41.2512,394,0,0.007,19.9397,4.6647,11.8368,3.5384,7.038,2.978,,8.1526
21/2/13,1.1647,40.5431,,0.2689,0.0067,19.3052,2.2313,14.4084,3.7027,7.3819,3.0027,,7.9844
21/2/13,0.6283,41.048,1830,0.0015,0.0063,19.5131,4.8279,11.4627,3.7833,7.7202,2.9969,,8.0118
21/2/13,,,880,,,,,,,,,,
21/2/13,1.1647,40.5431,472,0.2689,0.0067,19.3052,2.2313,14.4084,3.7027,7.3819,3.0027,,7.9844
22/2/13,0.3124,39.3289,500,0.3127,0.0067,20.2316,5.339,11.6595,3.5288,7.82,3.1553,,8.3051
24/2/13,,,670,,,,,,,,,,
25/2/13,0.3137,39.3576,740,0.2406,0.0007,19.3564,2.4969,15.4004,3.3068,5.0145,6.2792,,8.2332
27/2/13,0.6625,39.2945,1476,0.001,0.0094,19.1442,5.7235,11.5033,3.3572,5.4194,6.6774,,8.2076
28/2/13,0.6819,1.0436,495,0.0006,0.0097,18.604,5.5406,50.2129,3.8639,8.6831,3.2691,,8.0906
1/3/13,0.6946,38.9538,452,0.0021,0.0015,18.2593,5.6077,11.756,3.9202,8.8199,3.6858,,8.2991
3/3/13,0.2756,38.4468,424,0.2401,0.0005,18.7315,5.8215,11.0555,4.4442,8.8561,3.7655,,8.3627
4/3/13,,,,,,,,,,,,,
5/3/13,,,410,,,,,,,,,,
6/3/13,0.7147,39.2162,402,0.0021,0.0063,20.4112,5.3827,12.1581,3.5439,7.4528,3.0248,,8.0872
8/3/13,0.6029,37.6001,409,0.001,0.0057,20.0379,5.3593,10.4614,4.6414,9.0037,3.5047,,8.7819
10/3/13,,,400,,,,,,,,,,
11/3/13,0.5719,40.8231,387,0.0008,0,20.9493,4.4472,11.4595,3.3213,7.3953,2.632,,8.3996
13/3/13,0.526,36.5654,349,0.0011,0.0056,20.5914,4.8619,10.7521,4.4117,9.253,3.8085,,9.2233
15/3/13,,,315,,,,,,,,,,
18/3/13,0.3092,39.5619,326,0.2854,0.0063,19.4704,4.3948,11.854,4.4588,4.7516,6.4221,,8.4855
20/3/13,0.64,42.0227,359,0.002,0,19.2355,4.1613,12.3903,3.8087,6.6877,2.9972,,8.0546
22/3/13,0.5832,36.7925,354,0.0013,0.0062,19.7163,4.9997,12.0126,4.4208,8.6559,4.2563,,8.5552
25/3/13,0.3097,38.4662,314,0.2708,0,19.2096,4.5847,12.0833,4.9152,7.6958,3.8413,,8.6234
27/3/13,0.729,38.9814,300,0.0017,0.0053,18.2932,4.736,12.7391,4.1247,8.2402,3.7433,,8.4061
29/3/13,0.7506,38.3843,350,0.0018,0,17.9354,4.9376,13.5807,4.1679,4.9809,6.979,,8.2818
30/3/13,,,358,,,,,,,,,,
1/4/13,0.8341,39.912,344,0.0023,0.005,18.1631,4.7213,13.3989,3.9544,7.6296,3.4684,,7.9109
3/4/13,0.3504,38.3615,374,0.0043,0.0047,18.0877,5.1616,12.4589,4.3939,5.1245,7.3664,,8.6861
5/4/13,0.7041,36.5018,360,0.0062,0,18.5234,2.784,15.3216,3.9326,8.8846,4.5035,,8.8382
6/4/13,,,350,,,,,,,,,,
7/4/13,,,340,,,,,,,,,,
8/4/13,1.0886,34.8657,340,0.0072,0.0056,18.6316,6.0485,12.2531,3.8977,9.4554,4.9337,,8.8129
10/4/13,,,,,,,,,,,,,
12/4/13,,,,,,,,,,,,,
15/4/13,,,,,,,,,,,,,
16/4/13,,,230,,,,,,,,,,
16/4/13,,,175,,,,,,,,,,
16/4/13,,,160,,,,,,,,,,
17/4/13,0.3172,35.7096,162,0.0383,0.0072,18.7274,5.2776,11.5936,4.461,9.2984,5.4812,,9.0885
19/4/13,0.3083,34.8409,160,0.0342,0.0055,19.3807,5.8,9.9516,0.9632,9.7197,9.493,,9.5029
22/4/13,0.3195,37.2953,156,0.0298,0.0064,20.0781,5.6894,11.1001,3.4091,8.7891,3.9473,,9.3359
24/4/13,0.2984,37.9474,172,0.0244,0.005,21.3993,4.3619,10.8978,3.7571,8.2047,4.2829,,8.8211
26/4/13,0.2711,35.2081,175,0.0218,0.0083,19.8431,4.5919,9.9678,5.9146,9.5711,5.2998,,9.3024
26/4/13,,,188,,,,,,,,,,
29/4/13,0.3985,40.393,168,0.0604,0.007,20.0745,4.1922,12.0587,4.2601,6.4314,3.932,,8.1922
1/5/13,,,186,,,,,,,,,,
3/5/13,0.4147,43.0873,192,0.0813,0.0073,19.0136,4.667,12.5099,3.4055,6.1255,2.8954,,7.7925
4/5/13,,,200,,,,,,,,,,
5/5/13,,,195,,,,,,,,,,
6/5/13,,,,,,,,,,,,,
8/5/13,0.3237,35.3198,202,0.0748,0.0084,19.9835,6.2453,10.7342,5.4064,8.2344,4.1714,,9.4981
10/5/13,0.3713,36.4176,198,0.0581,0.0081,19.625,6.3672,12.7343,4.3113,7.6178,3.3095,,9.1798
11/5/13,,,209,,,,,,,,,,
12/5/13,,,194,,,,,,,,,,
13/5/13,0.3877,37.2877,220,0.0847,0.0079,19.4548,6.034,12.253,4.7578,7.3271,3.5539,,8.8514
15/5/13,0.4666,38.6436,204,0.121,0.0072,19.1024,5.4276,11.1046,5.0393,8.1616,3.6967,,8.2294
17/5/13,,,,,,,,,,,,,
18/5/13,,,230,,,,,,,,,,
19/5/13,,,230,,,,,,,,,,
20/5/13,0.3762,36.7286,199,0.0817,0.0063,22.6332,4.8914,11.6783,4.2665,7.037,3.5211,,8.7797
22/5/13,0.3521,36.8828,211,0.0775,0.0068,21.6636,5.0932,11.9974,4.5668,6.9765,3.5653,,8.818
24/5/13,0.4097,38.7701,215,0.0939,0.0067,20.7548,4.8955,12.466,4.1624,6.5778,3.2037,,8.6594
27/5/13,0.5253,39.3189,215,0.1147,0.0066,19.8422,4.8747,12.6081,4.5371,6.3628,3.558,,8.2516
29/5/13,0.4019,38.2528,218,0.1052,0.0074,20.3369,5.0485,10.5642,4.8483,8.1602,3.8169,,8.4577
31/5/13,0.512,39.7335,223,0.117,0.0085,19.4629,4.6906,13.2642,4.7681,6.1148,3.4183,,7.9101
1/6/13,,,203,,,,,,,,,,
2/6/13,,,219,,,,,,,,,,
3/6/13,0.4976,42.946,223,0.1111,0.007,18.4576,3.9617,13.4423,4.8281,5.1372,2.9522,,7.6592
5/6/13,0.4499,39.8357,230,0.1032,0.0075,18.2113,4.0937,12.9087,5.725,6.6469,3.7753,,8.2428
7/6/13,,,,,,,,,,,,,
7/6/13,,,226,,,,,,,,,,
10/6/13,0.7196,40.5627,229,0.1625,0.0074,18.809,4.0023,13.392,5.5612,5.5007,3.4663,,7.8163
12/6/13,0.5389,38.2249,214,0.1338,0.0082,18.1991,4.1665,12.8643,6.4867,6.8818,4.2581,,8.2377
14/6/13,0.6814,37.907,210,0.1372,0.008,17.8294,4.1732,13.2301,5.7606,7.6587,4.1643,,8.4501
17/6/13,0.5756,39.6679,250,0.1731,0.0077,18.3296,4.1154,12.8466,6.2225,6.4026,4.1862,,7.4728
19/6/13,0.4808,38.5886,254,0.1185,0.008,18.2693,4.8554,12.6233,5.9161,6.8019,4.321,,8.0171
21/6/13,0.4007,34.2279,241,0.1165,0.0085,18.4992,5.1875,11.0865,7.0647,8.9686,5.9844,,8.4555
24/6/13,0.4583,38.0207,246,0.1317,0.0074,20.8518,4.8729,11.7799,4.7853,6.8343,4.0241,,8.2336
26/6/13,0.388,32.3937,245,0.1107,0.0078,19.1691,5.6342,10.9112,7.5582,8.9974,6.0139,,8.8158
28/6/13,0.3056,34.0182,235,0.0041,0.009,18.8095,5.1806,11.5013,10.6781,5.8117,5.0931,,8.5888
29/6/13,,,235,,,,,,,,,,
1/7/13,0.3279,34.9476,255,0.0018,0.0085,18.3058,5.1739,11.207,6.2934,9.6601,5.6999,,8.3741
3/7/13,0.2637,35.96,250,0,0.0081,18.4157,5.4218,11.2321,6.2457,8.9122,5.0847,,8.456
5/7/13,0.2981,37.2225,236,0.0015,0.0072,18.2755,5.145,10.9262,6.0258,8.9386,5.1771,,7.9825
6/7/13,,,243,,,,,,,,,,
8/7/13,,,,,,,,,,,,,
10/7/13,,,,,,,,,,,,,
12/7/13,,,,,,,,,,,,,
15/7/13,,,,,,,,,,,,,
16/7/13,0.2086,39.4125,357,0,0.008,18.5341,3.9544,10.8209,7.4065,7.1863,4.8771,,7.5916
17/7/13,0.0637,38.5942,172,0,0.0079,19.1485,4.0735,9.4176,8.0919,7.7233,5.0693,,7.8101
19/7/13,0.1887,38.4419,179,0,0.0071,18.4841,4.1462,9.6315,8.2912,7.9624,5.0334,,7.8135
21/7/13,,,190,,,,,,,,,,
22/7/13,0.198,36.8037,212,0,0.0057,17.6555,4.3457,9.3939,9.4981,8.4974,5.5941,,8.0079
24/7/13,0.3578,40.4188,327,0.0015,0.0066,17.6605,4.0717,10.5187,7.4852,7.4249,4.3865,,7.6678
26/7/13,0.3099,40.3937,312,0.0007,0.007,17.539,4.0361,10.6039,7.5589,7.3263,4.4391,,7.7854
27/7/13,,,380,,,,,,,,,,
28/7/13,,,369,,,,,,,,,,
29/7/13,0.2648,41.134,368,0,0.0069,17.5021,3.9147,11.3631,6.7149,7.1254,3.9476,,8.0265
31/7/13,0.2877,40.3439,500,0.0009,0.0063,17.6328,3.8951,11.128,6.0155,8.3805,3.8228,,8.4865
2/8/13,0.2915,39.8406,431,0.0041,0.0062,18.9544,3.9538,12.0538,5.4467,7.4646,3.8275,,8.1568
3/8/13,0.2583,39.3604,418,0.0004,0.0059,18.3898,3.9557,10.6413,7.3144,7.4435,4.4276,,8.2027
4/8/13,0.2052,39.5873,450,0,0.0063,18.8434,4.1204,10.7564,5.6236,8.1489,4.148,,8.5605
5/8/13,0.2286,39.7445,452,0,0.0058,18.7622,4.0153,11.46,5.2123,8.1411,4.388,,8.0422
7/8/13,0.2063,37.2444,345,0.0004,0.006,18.9325,4.565,10.8319,5.6897,8.8256,4.854,,8.8442
9/8/13,0.1681,36.4664,411,0,0.0071,18.1129,5.2044,10.5132,5.7708,9.8491,5.1844,,8.7236
12/8/13,0.1867,38.1028,426,0,0.0072,17.4503,4.1353,10.1428,7.3025,8.703,5.6151,,8.3543
14/8/13,0.2297,40.2552,392,0,0.007,17.6148,3.96,11.8983,5.5434,7.9984,4.7139,,7.7793
16/8/13,,,403,,,,,,,,,,
19/8/13,0.287,38.9092,417,0.0012,0.0071,17.5378,4.0044,11.4431,6.2072,8.4528,4.8852,,8.265
21/8/13,0.1905,40.0573,417,0,0.0068,17.4118,3.6728,11.3045,5.772,8.2962,5.1584,,8.1297
23/8/13,0.2238,39.5022,427,0,0.0067,17.6231,4.36,11.0652,5.3468,8.2952,5.4632,,8.1138
24/8/13,,,460,,,,,,,,,,
26/8/13,0.2227,39.2534,482,0,0.0069,17.6777,4.3501,10.9471,5.5059,8.4463,5.3511,,8.2388
28/8/13,0.1986,38.3261,494,0,0.0068,17.2178,4.2332,10.7058,6.4287,8.8631,5.8621,,8.1578
30/8/13,0.1801,39.4514,495,0,0.0069,18.2162,4.4351,10.9672,5.0398,8.6636,5.0136,,8.0261
2/9/13,0.2567,40.6369,454,0,0.0065,18.0696,4.286,11.174,8.2274,4.8402,4.4709,,8.0318
4/9/13,0.2793,41.5618,464,0.0003,0.0063,16.9372,4.0132,12.5085,4.9856,7.7078,4.0699,,7.9301
6/9/13,0.2908,41.1048,434,0,0.007,16.9696,3.3574,15.5252,7.6029,4.0736,3.5287,,7.54
9/9/13,0.2625,42.0208,424,0.0006,0.0061,18.0551,2.8236,13.2014,5.1574,7.1152,3.5155,,7.8418
11/9/13,0.3142,40.7014,464,0.0017,0.0069,16.9279,3.5032,13.6762,4.5802,8.1707,4.5196,,7.598
13/9/13,0.3412,41.2941,67,0.0032,0.0067,16.9495,3.6266,14.6704,3.182,7.8895,4.2073,,7.8295
16/9/13,0.2645,39.3403,563,0,0.0076,16.7698,4.0654,14.0367,4.428,8.7885,4.8799,,7.4193
18/9/13,,,589,,,,,,,,,,
19/9/13,,,589,,,,,,,,,,
20/9/13,,,481,,,,,,,,,,
22/9/13,,,598,,,,,,,,,,
23/9/13,0.3029,39.3971,640,0.0031,0.0075,18.0607,4.0527,12.783,4.3716,8.3769,5.0454,,7.5991
25/9/13,0.3269,39.188,510,0.0033,0.0075,18.8587,4.1969,13.0798,4.1884,7.6994,4.9828,,7.4683
27/9/13,0.3104,38.1327,210,0.0015,0.0076,19.2816,4.5276,13.2298,7.1552,4.6998,4.7423,,7.9115
30/9/13,0.2087,40.3893,378,0,0.0077,18.8643,4.1175,13.0171,7.2627,4.2157,4.2644,,7.6526
2/10/13,0.23,41.7969,483,0,0.0073,16.6339,3.5152,15.2981,4.6398,6.5733,3.9057,,7.3998
4/10/13,,,,,,,,,,,,,
7/10/13,0.3192,43.7179,453,0.001,0.0068,16.5151,3.2314,14.516,7.1907,4.1725,3.0318,,7.2976
9/10/13,,,,,,,,,,,,,
11/10/13,0.312,38.8684,473,0.0032,0.0079,17.4498,4.7851,13.2947,4.476,7.9409,4.5467,,8.3153
14/10/13,0.2617,40.5478,524,0,0.0074,16.9123,4.1195,12.5784,8.2344,4.414,5.22,,7.7045
16/10/13,0.2135,40.4131,575,0,0.0081,16.4966,4.1461,13.4718,4.4864,7.94,4.6763,,8.1481
18/10/13,0.2094,40.9115,541,0,0.0073,17.0207,3.902,12.8069,5.3147,7.1555,5.0325,,7.6395
21/10/13,0.2396,40.3642,527,0.0004,0.0073,17.1878,4.3681,12.0152,7.6899,4.7161,5.662,,7.7494
23/10/13,0.3248,40.2742,527,0.0024,0.0076,17.3973,4.6504,12.8754,3.8792,7.8188,4.7708,,7.9991
25/10/13,0.2076,37.8791,495,0,0.0077,19.373,5.504,12.187,6.2366,5.4495,4.689,,8.4665
28/10/13,0.3068,38.0213,525,0.0015,0.0074,18.4265,5.6511,12.2843,3.8849,8.2049,4.8004,,8.4109
30/10/13,0.3968,36.688,527,0.0063,0.0076,18.7973,5.9837,11.8574,4.0941,8.4782,5.0621,,8.6285
1/11/13,,,,,,,,,,,,,
4/11/13,0.4006,35.6841,520,0.0042,0.0075,18.5255,6.0212,11.4283,4.2908,9.095,5.7926,,8.7502
6/11/13,0.4338,36.6003,471,0.0049,0.008,18.0778,5.4856,12.0924,4.8592,8.4434,5.6557,,8.3389
8/11/13,0.3934,39.5694,462,0.0014,0.0078,18.9564,4.3904,12.8978,7.0212,4.5748,4.3712,,7.8162
11/11/13,0.4004,41.8953,454,0.0015,0.0072,18.9588,3.7,13.1825,4.322,6.259,3.6103,,7.663
13/11/13,0.4229,42.26,447,0.0019,0.007,19.2503,3.4668,13.4104,4.0462,6.2224,3.1543,,7.7578
15/11/13,0.3126,44.3002,480,0.0007,0.0069,17.0757,3.3795,13.6938,6.2002,3.8043,3.7367,,7.4894
18/11/13,0.2736,46.8416,490,0.0006,0.0065,15.7887,3.2741,13.112,5.8543,3.7049,3.8728,,7.2709
20/11/13,0.2623,47.5801,482,0.0006,0.0063,16.3562,3.2196,12.5813,3.6747,5.698,3.4944,,7.1265
22/11/13,0.2794,46.6327,526,0.0009,0.0066,16.5611,3.3368,12.6677,3.616,5.8818,3.7606,,7.2564
25/11/13,0.2945,48.9226,569,0.0007,0.0056,16.0405,2.7784,13.4587,3.0844,5.1822,3.2659,,6.9665
27/11/13,0.2865,48.8925,530,0.0009,0.0057,16.9915,2.6225,12.6668,3.6531,4.9658,3.0124,,6.9023
29/11/13,0.2662,45.1737,477,0,0.0063,17.2342,3.4876,13.1145,3.7709,6.1793,3.3473,,7.42
2/12/13,0.1748,43.3361,538,0,0.0067,16.7684,4.0052,13.0313,4.137,6.6155,4.5201,,7.4049
4/12/13,0.1649,43.7679,475,0,0.0083,16.3103,3.1871,16.0701,4.4018,5.3007,3.7648,,7.0241
6/12/13,0.0933,42.7329,341,0,0.0083,17.2386,3.2418,15.5506,4.247,6.2131,3.3445,,7.3299
9/12/13,0.0931,43.0896,365,0,0.0086,16.8908,3.5203,16.0711,6.216,3.6351,3.2241,,7.2513
11/12/13,,,,,,,,,,,,,
13/12/13,,,,,,,,,,,,,
16/12/13,,,,,,,,,,,,,
16/12/13,0.1004,35.623,,0.002,0.0097,31.7594,2.7465,12.8714,4.0417,1.9782,2.1701,,8.6976
17/12/13,,,462,,,,,,,,,,
17/12/13,0.0563,39.7498,513,0,0.0095,18.7553,3.8491,14.6478,4.7646,6.1437,4.084,,7.9399
17/12/13,,,520,,,,,,,,,,
17/12/13,,,77,,,,,,,,,,
18/12/13,0.0041,41.3466,154,0,0.0085,18.1182,3.6916,14.0082,5.1278,6.0905,3.9486,,7.6559
20/12/13,0.0456,41.9394,162,0,0.0077,18.0615,3.6056,14.3039,4.6763,6.0938,3.6026,,7.6636
23/12/13,0.1666,42.4405,170,0,0.0069,17.6248,3.5502,15.2579,4.8541,5.5408,3.4259,,7.1323
25/12/13,0.3824,41.5774,,0.0003,0.0069,18.3212,4.0777,15.9758,6.2232,3.2371,2.846,,7.352
27/12/13,0.3071,42.2572,185,0,0.0068,18.9555,4.1047,13.9996,4.128,5.8003,2.9778,,7.463
30/12/13,0.3005,42.7975,197,0.0005,0.0068,17.3313,3.6424,14.8674,4.4661,5.9963,3.0049,,7.5863
1/1/14,0.205,42.7471,,0,0.0073,17.5981,3.5452,13.9886,5.1291,5.8252,3.2425,,7.7119
3/1/14,0.2311,42.6407,230,0.0031,0.0069,18.3451,3.8448,13.6459,4.5256,5.9465,3.471,,7.3393
6/1/14,0.3486,41.3721,256,0.0021,0.007,19.0237,4.0061,15.3255,6.8307,3.5477,2.1003,,7.4362
8/1/14,0.371,39.9201,267,0.0032,0.026,18.885,3.8902,15.0366,5.1827,5.3038,4.2174,,7.164
10/1/14,0.8852,39.202,262,0.0012,0.0077,18.9827,4.9548,13.3095,6.772,4.2813,4.1054,,7.4982
13/1/14,0.8089,40.379,299,0.0009,0.0074,18.8538,4.7326,13.1332,6.7171,4.0678,4.0393,,7.26
15/1/14,0.8708,42.6584,291,0.0017,0.007,17.8746,4.1811,13.0952,4.8438,5.619,3.6706,,7.1778
17/1/14,0.814,43.6724,292,0.0015,0.0067,17.5583,3.8339,13.2947,6.9875,3.2773,3.4373,,7.1164
20/1/14,0.9318,42.2595,292,0.0019,0.0081,18.0711,4.1482,13.8127,6.7645,3.4185,3.6491,,6.9346
22/1/14,0.7328,40.7149,378,0.0008,0.009,18.6597,4.6277,13.1542,4.8076,6.104,3.9582,,7.2311
24/1/14,0.7533,39.6823,410,0.0013,0.0099,18.7777,5.1422,12.6224,6.8044,4.6077,4.3133,,7.2855
27/1/14,0.6634,38.3856,331,0.0012,0.0098,19.4751,5.5793,11.407,4.5374,7.869,4.5803,,7.4919
29/1/14,0.7536,40.2339,450,0.0014,0.0098,18.4786,4.9195,12.7551,6.9562,4.3997,4.2869,,7.2053
31/1/14,,,,,,,,,,,,,
3/2/14,,,,,,,,,,,,,
4/2/14,,,510,,,,,,,,,,
5/2/14,0.7835,37.3904,580,0.0016,0.009,18.6689,5.4037,12.8456,7.1351,5.0446,4.8711,,7.8465
7/2/14,0.7344,35.064,660,0.0016,0.0087,18.7873,6.1525,11.543,5.1208,8.7201,5.7184,,8.1492
10/2/14,0.8629,37.0128,637,0.0035,0.0092,18.0379,5.423,13.4503,7.6466,4.9802,4.5802,,7.9934
12/2/14,0.7932,37.3304,559,0.0029,0.0094,17.77,5.2429,14.3353,7.3977,4.8497,4.2911,,7.9774
14/2/14,0.9217,37.4007,559,0.0033,0.0137,18.9033,5.0511,13.7441,4.8227,6.885,4.4628,,7.7916
17/2/14,0.7937,36.6053,605,0.0017,0.0089,18.7433,5.3488,13.2718,4.7375,7.2045,5.1353,,8.1492
19/2/14,0.8783,35.8653,501,0.0022,0.0089,19.0417,5.5751,12.9829,4.9958,7.2897,5.271,,8.0891
21/2/14,0.733,34.8686,510,0.0015,0.0089,19.5601,6.0491,12.2442,7.2446,5.3865,5.553,,8.3505
24/2/14,0.6279,36.0555,545,0.0026,0.0088,19.785,5.9999,12.3569,4.6159,7.4955,4.7944,,8.2576
26/2/14,0.6714,36.7843,670,0.0059,0.0089,19.3814,5.5155,12.6656,4.9572,7.1057,4.8244,,8.0797
3/3/14,0.8826,41.2453,590,0.0067,0.0087,17.8987,4.6017,13.5129,4.9344,5.6742,3.9116,,7.3232
